player,catch,run_out,stumping,total_fielding
Manvan Patel,1,1,0,2
Manzoor Dar,1,0,0,1
Marimuthu Vikneshwaran,8,1,0,9
Mario Ovalle,1,0,0,1
Mark Ingty,2,0,0,2
Mashrafe Mortaza,8,4,0,12
Matiullah Khan,1,0,0,1
Mayank Dagar,15,4,0,19
Mayank Mishra,5,2,0,7
Mayank Nagayach,2,1,0,3
Mayank Raghav,2,0,0,2
Mayank Sidhana,2,0,0,2
Mazharul Islam,2,2,0,4
Md Ariyan,1,0,0,1
Md Nazim,1,0,0,1
Md Saptula,1,0,0,1
Md Shafiqul Haque,1,0,2,3
Meet Bhavsar,24,5,2,31
Mehboob Ali,1,0,0,1
Mehdi Hassan,3,0,0,3
Mehedi Hasan Miraz,14,1,0,15
Mehran Khan,11,2,0,13
Mehran Mumtaz,1,0,0,1
Mian Mehmood,1,0,0,1
Mickil Jaiswal,1,0,0,1
Mihir Hirwani,4,0,0,4
Milad Momend,3,1,0,4
Milind Kumar,30,7,0,37
Mir Hamza,6,2,0,8
Mirza Ahmed,6,0,0,6
Mirza Ahsan,1,0,0,1
Mirza Baig,3,0,0,3
Misbah-ul-Haq,25,4,0,29
Mitesh Patel,4,0,1,5
Mohamed Arief,5,2,0,7
Mohamed Azzam,15,5,5,25
Mohamed Coulibaly,1,0,0,1
Mohamed Khan,0,1,0,1
Mohamed Miuvaan,0,1,0,1
Mohamed Rishwan,8,0,1,9
Mohamed Shafeeq,6,5,0,11
Mohamed Shiyam,3,0,0,3
Mohameed Taiwo,15,1,0,16
Mohammad Aadil Alam,3,0,0,3
Mohammad Abrar,2,0,0,2
Mohammad Ahnaff,8,3,0,11
Mohammad Ali,3,1,0,4
Mohammad Amin,2,0,0,2
Mohammad Amir,18,6,0,24
Mohammad Amir Khan,1,0,0,1
Mohammad Asaduzzaman,1,0,0,1
Mohammad Asghar,9,1,0,10
Mohammad Ashraful,6,0,0,6
Mohammad Asif,2,1,0,3
Mohammad Atif,3,0,0,3
Mohammad Azab,1,0,0,1
Mohammad Boota,4,2,2,8
Mohammad Ghazanfar,4,0,0,4
Mohammad Hafeez,66,8,0,74
Mohammad Haris,49,4,4,57
Mohammad Hasnain,7,1,0,8
Mohammad Huraira,1,0,0,1
Mohammad Ihsan,5,4,3,12
Mohammad Ilyas,7,0,0,7
Mohammad Imran,1,0,0,1
Mohammad Irfan,9,1,0,10
Mohammad Irfan (4),3,0,0,3
Mohammad Kamran,5,0,0,5
Mohammad Mithun,8,1,0,9
Mohammad Nabi,58,2,0,60
Mohammad Nadeem,19,4,0,23
Mohammad Naim,24,0,0,24
Mohammad Naveed,3,1,0,4
Mohammad Nawaz,28,6,0,34
Mohammad Nawaz (3),42,1,0,43
Mohammad Rizlan,10,2,4,16
Mohammad Rizwan,139,31,28,198
Mohammad Saif,1,0,0,1
Mohammad Saifuddin,10,0,0,10
Mohammad Salman,1,1,1,3
Mohammad Sami,13,1,0,14
Mohammad Shahzad,1,0,0,1
Mohammad Tauqir,1,0,0,1
Mohammad Umar,1,0,0,1
Mohammad Usman,0,1,0,1
Mohammad Wasim,35,5,0,40
Mohammad Yousuf,1,0,0,1
Mohammed Azharuddeen,21,2,1,24
Mohammed Faraazuddin,1,0,0,1
Mohammed Irshad,3,1,0,4
Mohammed Mudhasir,2,0,0,2
Mohammed Nadeem,7,0,0,7
Mohammed Qasim,1,0,0,1
Mohammed Shami,23,12,0,35
Mohammed Siraj,46,10,0,56
Mohammed Taha,0,1,0,1
Mohit Ahlawat,2,2,0,4
Mohit Avasthi,3,3,0,6
Mohit Jangra,6,2,0,8
Mohit Kumar,1,1,0,2
Mohit Mittan,1,0,0,1
Mohit Mongia,2,0,0,2
Mohsin Khan,6,1,0,7
Mominul Haque,3,0,0,3
Monu Kumar,3,1,0,4
Mosaddek Hossain,11,0,0,11
Moshiur Rahman,1,0,0,1
Mrinmoy Dutta,1,0,0,1
Mrittunjoy Chowdhury,1,0,0,1
Mrunal Devdhar,17,2,0,19
Mubasir Khan,7,0,0,7
Mudassar Bukhari,9,4,0,13
Mudassir Iqbal,3,0,0,3
Mughavi Wotsa,2,0,0,2
Muhaddis Muhaddis,1,0,0,1
Muhammad Afis,1,0,0,1
Muhammad Akhlaq,6,0,0,6
Muhammad Amin,2,0,0,2
Muhammad Amir,20,2,0,22
Muhammad Burhan,2,0,0,2
Muhammad Fahim,3,1,0,4
Muhammad Faizan,1,0,0,1
Muhammad Farooq,2,0,0,2
Muhammad Jabir,5,0,0,5
Muhammad Jawadullah,1,3,0,4
Muhammad Kaleem,1,0,0,1
Muhammad Kashif,1,0,0,1
Muhammad Khan,1,0,0,1
Muhammad Moiz,6,1,0,7
Muhammad Muneeb,5,2,0,7
Muhammad Murad,2,0,0,2
Muhammad Musa,3,0,0,3
Muhammad Nadir,9,2,0,11
Muhammad Naeem,7,0,0,7
Muhammad Safdar,4,0,1,5
Muhammad Saleem,3,0,0,3
Muhammad Salman,2,0,0,2
Muhammad Saqib,1,0,0,1
Muhammad Shahzad,6,0,0,6
Muhammad Shoaib Ahmed,1,0,0,1
Muhammad Siddiqui,3,0,0,3
Muhammad Tahir,0,1,0,1
Muhammad Tanveer,14,3,0,17
Muhammad Umar,10,1,0,11
Muhammad Usman,12,0,0,12
Muhammad Wafiq,3,1,0,4
Muhammad Yasin,1,0,0,1
Muhammad Younis,1,0,0,1
Muhammad Zohaib,1,0,0,1
Muhammed Manga,1,0,0,1
Muhammet Bicer,1,0,0,1
Mujeeb Ur Rahman,19,1,0,20
Mujeeb-ur-Rehman,1,1,0,2
Mujibur Ali,1,0,0,1
Mujtaba Yousuf,1,1,0,2
Mukesh Choudhary,3,0,0,3
Mukesh Kumar,8,6,0,14
Mukhtar Ahmed,3,0,0,3
Mukhtar Ghulami,12,0,0,12
Mukhtar Hussain,2,2,0,4
Munim Shahriar,1,0,0,1
Munir Dar,2,0,0,2
Murat Ipek,2,0,0,2
Murat Yilmaz,2,0,0,2
Murid Ekrami,4,0,0,4
Murtaza Yamin,1,0,0,1
Musa Shaheen,10,1,0,11
Musaddiq Ahmed,4,2,0,6
Musawar Shah,2,0,0,2
Mushfiqur Rahim,47,16,32,95
Muslim Yar,12,3,0,15
Mustafa Omer,2,0,0,2
Mustafizur Rahman,28,3,0,31
Muzammil Shahzad,3,0,0,3
Myat Thu Aung,2,0,0,2
N A Sharma,9,1,0,10
N Acawei,3,0,0,3
N Advani,2,0,0,2
N Ahir,4,0,0,4
N Brand,1,0,0,1
N Burger,7,1,0,8
N Chejay,2,0,1,3
N Davidovic,1,0,0,1
N Davin,20,0,0,20
N Deonarine,2,0,0,2
N Dickwella,16,0,1,17
N Dutta,4,1,0,5
N Gnanapragasam,1,0,0,1
N Henderson,3,2,0,5
N Jagadeesan,14,0,3,17
N Katechis,3,0,0,3
N Khanna,8,1,0,9
N Knights,3,1,0,4
N Krishna,1,0,0,1
N Kushwah,1,0,0,1
N M'shangwe,2,0,0,2
N Madziva,2,0,0,2
N Mapunda,3,0,3,6
N Master,1,0,0,1
N McAndrew,24,2,0,26
N Mugabe,1,0,0,1
N Naranbaatar,4,1,0,5
N Nipiko,3,1,0,4
N Nuntarach,15,1,0,16
N Peter,1,1,0,2
N Pokana,5,0,0,5
N Pooran,184,22,26,232
N Pradeep,1,0,0,1
N Rana,44,1,0,45
N Saini,16,3,3,22
N Salekar,3,1,0,4
N Senamontree,5,1,0,6
N Sindhu,2,1,0,3
N Tanner,2,1,0,3
N Thushara,2,1,0,3
N Vanua,18,4,0,22
N Wadhera,12,1,0,13
N Wijesekera,2,0,0,2
N Zimonjic,3,1,0,4
N van Heerden,1,0,0,1
NA Gordon,3,0,0,3
NA Greenwood,9,3,0,12
NA Maiolo,1,0,0,1
NA McSweeney,9,1,0,10
NA Rathva,18,6,0,24
NA Rock,16,3,2,21
NB Singh,1,0,0,1
NCK Liyanage,1,0,0,1
NCR Larkin,23,0,0,23
ND Buchanan,2,0,0,2
ND Laegsgaard,12,1,0,13
ND McKenzie,2,0,0,2
ND Stewart,3,0,0,3
NE Bonner,9,0,0,9
NF Kelly,1,0,0,1
NG Collins,3,3,0,6
NG Jones,1,0,0,1
NJ Astle,1,0,0,1
NJ Ferraby,2,0,0,2
NJ Maddinson,50,2,0,52
NJ O'Brien,13,8,7,28
NJ Reardon,13,1,0,14
NJ Rimmington,10,7,0,17
NJA Smith,0,1,0,1
NK Aneesh Kumar,8,0,0,8
NK Patel,13,1,0,14
NK Singh,2,0,0,2
NK Tiwari,3,1,0,4
NK Yadav,3,1,0,4
NL McCullum,28,5,0,33
NL Smith,3,0,0,3
NLTC Perera,57,19,0,76
NM Carter,1,0,0,1
NM Coulter-Nile,45,4,0,49
NM Hauritz,13,1,0,14
NM Lyon,10,1,0,11
NM Odhiambo,4,4,0,8
NM Salonen,5,2,0,7
NMS Param,1,0,0,1
NN Banner,3,0,0,3
NN Bhute,1,0,0,1
NN Odhiambo,5,3,0,8
NN Sen,4,1,0,5
NN Sen Chowdhary,4,0,0,4
NO Miller,3,0,0,3
NP Kenjige,5,3,0,8
NP Winter,1,0,0,1
NR Hobson,26,2,0,28
NR Johns-Wickberg,2,1,0,3
NR Kirton,11,8,0,19
NR Kumar,19,1,0,20
NR Narah,1,0,0,1
NRJ Croes,13,0,0,13
NRJ Young,10,0,0,10
NS Chaturved,2,3,0,5
NS Dhaliwal,15,2,0,17
NS Naik,18,3,8,29
NS Poonia,1,0,0,1
NS Sharma,1,0,0,1
NSK Mehta,5,1,0,6
NT Broom,4,0,0,4
NT Ellis,39,4,0,43
NV Ojha,73,26,14,113
NW Bracken,5,0,0,5
Nabam Tempol,2,0,0,2
Nabi Gul,1,0,0,1
Nadeem Ahmed,8,0,0,8
Naeem Gull,2,0,0,2
Naeem Islam,2,0,0,2
Nagaho Chishi,3,1,0,4
Nahid Rana,1,0,0,1
Najibullah Zadran,7,1,0,8
Najjam Shahzad,14,0,0,14
Nakul Sharma,8,0,0,8
Nakul Verma,16,2,3,21
Nalin Mishra,0,1,0,1
Naman Dhir,18,1,0,19
Namgay Thinley,3,4,0,7
Naren Reddy,1,0,0,1
Narsingh Yadav,5,1,1,7
Naseem Khan,1,0,0,1
Naseem Khushi,19,3,4,26
Naseem Shah,14,2,0,16
Nasir Hossain,17,1,0,18
Nasir Jamshed,6,1,0,7
Nasir Nawaz,1,0,0,1
Nasrulla Rana,11,2,0,13
Nasum Ahmed,7,0,0,7
Natim Hassam,3,0,0,3
Nauman Ali,1,0,0,1
Nauman Anwar,1,0,0,1
Naushad Shaikh,20,2,1,23
Navdeep Saini,19,1,0,20
Naved Yasin,1,0,0,1
Naved-ul-Hasan,3,1,0,4
Naveed Ahmed,2,1,0,3
Naveed Fakhr,1,0,0,1
Naveed Shahid,1,1,0,2
Naveen-ul-Haq,18,4,0,22
Nawaf Ahmed,3,1,0,4
Nawazish Akhtar,8,2,1,11
Nay Lin Htun,1,0,0,1
Nazakat Ali,1,0,0,1
Nazeeb Saiyed,2,1,0,3
Nazim Siddiqui,3,0,0,3
Nazir Patel,0,1,0,1
Nazmul Hossain Shanto,35,3,0,38
Nazmul Islam,2,0,0,2
Nazmus Sakib,2,0,3,5
Nazril Rahman,6,0,0,6
Nazwan Ismail,4,0,0,4
Neelam Obi,2,0,0,2
Neetesh Sharma,1,0,0,1
Nestor Dhamba,1,0,0,1
Ngawang Thinley,2,0,0,2
Nikhil Chaudhary,6,0,0,6
Nikhil Gangta,7,0,0,7
Nikhilesh Surendran,3,0,0,3
Nilansh Keswani,3,0,0,3
Nilesh Lamichaney,1,1,0,2
Nimish Lathief,7,0,0,7
Ninad Kadam,1,0,0,1
Nitesh Gupta,0,1,0,1
Nitesh Sedai,5,1,0,6
Nithish Kumar Reddy,17,2,0,19
Nitin Tanwar,3,1,0,4
Nitin Yadav,2,1,0,3
Niv Nagavkar,6,0,0,6
Niyas Pullariyil,1,0,0,1
Nizakat Khan,55,1,0,56
Noah Mead,2,0,0,2
Noman Amjad,3,1,0,4
Noor Ahmad,12,1,0,13
Noorkhan Ahmedi,5,0,0,5
Nooruddin Mujadady,1,0,0,1
Nouman Sarwar,4,0,0,4
Nurul Hasan,30,8,10,48
Nyeing Cham Soe,1,1,0,2
O Bascome,9,1,2,12
O Casasola,2,0,0,2
O Davies,16,1,0,17
O Isesele,2,0,0,2
O Lutbayar,4,0,0,4
O Manishimwe,16,7,0,23
O Muzondo,1,0,0,1
O Olaleye,4,2,0,6
O Peters,2,0,0,2
O Thomas,8,0,0,8
O Touray,1,0,0,1
O Tuyisenge,19,8,0,27
OA Shah,22,1,0,23
OB Nightingale,4,0,0,4
OC McCoy,12,4,0,16
OD Hald,13,2,0,15
OE Newey,2,0,0,2
OE Taylor,3,0,0,3
OEG Baartman,7,1,0,8
OF Smith,31,6,0,37
OGL Bascome,7,1,1,9
OH Agbomadzie,2,3,0,5
OJ Hairs,4,0,0,4
OJ Herrington,2,0,0,2
OJ Pope,5,0,3,8
OJ Webster,3,0,0,3
OK Mohamed,1,0,0,1
OO Bascome,1,0,0,1
OP Stone,1,0,0,1
OR Willis,1,0,1,2
Obed Yosef,3,0,0,3
Oliver Clapham,1,0,0,1
Omair Yousuf,4,0,0,4
Omar Hayat,1,0,0,1
Omar Hussain,2,0,0,2
Omar Rassol,5,4,0,9
Omid Mailk Khel,1,0,0,1
Omid Shafi Rahman,0,1,0,1
Osama Mahmood,4,2,0,6
Osman Khan,1,0,0,1
Ousman Bah,1,0,0,1
Owais Ahmed,1,1,0,2
P Abanda,1,1,0,2
P Agnihotri,2,0,0,2
P Aho,7,1,0,8
P Amarnath,2,0,0,2
P Arrighi,1,0,0,1
P Awana,4,1,0,5
P Baghel,1,0,0,1
P Baron,9,4,1,14
P Bhart,1,0,0,1
P Bosnjak,2,0,0,2
P Buccimazza,1,0,0,1
P Byron,1,0,0,1
P Cabebula,3,2,0,5
P Chin,1,0,0,1
P Chopra,23,4,0,27
P Dakainivanua,0,1,0,1
P Deol,1,0,0,1
P Dhiman,3,0,0,3
P Dogra,23,1,0,24
P Dubey,12,5,0,17
P Florin,1,0,0,1
P Gheewala,2,2,0,4
P Hatchman,3,0,0,3
P Hatzoglou,16,1,0,17
P Heron,2,0,0,2
P Hingorani,3,1,0,4
P Jayawickrama,1,0,0,1
P Jayeshbhai Patel,0,5,0,5
P Karia,1,0,0,1
P Khadka,15,1,0,16
P Khari,3,0,0,3
P Koech,7,1,0,8
P Kumar,15,8,0,23
P Kumbhare,0,2,0,2
P Kurup,23,7,1,31
P Malav,3,3,0,6
P Manning,4,0,0,4
P Mishra,3,1,0,4
P Murungi,14,2,0,16
P Nedeljkovic,1,0,0,1
P Negi,26,8,0,34
P Nissanka,15,3,0,18
P Pirabakaran,1,0,0,1
P Prafullomani,1,0,0,1
P Prasanth,1,0,0,1
P Pushparajan,4,0,0,4
P Pustoslemsek,2,0,0,2
P Ray Barman,1,0,0,1
P Rowe,0,0,1,1
P Sadev,2,0,0,2
P Sarraf,4,0,0,4
P Sharma,2,1,0,3
P Silas,20,3,0,23
P Simran Singh,25,2,11,38
P Suanchuai,5,5,2,12
P Subrayen,2,1,0,3
P Suman Bhai Ahir,3,2,0,5
P Suyal,1,0,0,1
P Syafiq Ali,1,0,0,1
P Taylor,1,0,0,1
P Thamaraikannan,4,0,0,4
P Thongsa,4,1,0,5
P Useni,6,0,0,6
P Utseya,4,1,0,5
P Vekaria,3,1,0,4
P Yevugah,1,0,0,1
P Zuze,7,4,0,11
PA Jaques,1,0,0,1
PA Nixon,0,1,1,2
PA Patel,81,26,21,128
PA Raikes,4,0,0,4
PA Reddy,7,2,0,9
PA van Meekeren,22,2,0,24
PADLR Sandakan,5,0,0,5
PB Gouge,4,0,1,5
PB Mehta,1,0,0,1
PBB Rajapaksa,25,1,0,26
PC Connell,2,0,0,2
PC Valthaty,3,0,0,3
PC de Silva,1,0,0,1
PD Blignaut,1,0,0,1
PD Collingwood,18,5,0,23
PD Hennessy,1,0,0,1
PD McGlashan,9,5,0,14
PD Salt,104,13,6,123
PE Kruger,10,0,0,10
PF Gallagher,6,5,0,11
PF Younghusband,1,0,0,1
PG Dooley,2,0,0,2
PG Fulton,4,2,0,6
PG Wintz,1,0,0,1
PHKD Mendis,18,1,0,19
PI Solanki,1,2,0,3
PI Walter,12,0,0,12
PJ Bhati,2,0,0,2
PJ Cummins,45,5,0,50
PJ Forrest,12,1,0,13
PJ Hughes,4,0,0,4
PJ Ingram,1,0,0,1
PJ Moor,4,0,0,4
PJ Sangwan,16,4,0,20
PJ van Biljon,1,0,0,1
PK Dimitri,0,1,0,1
PK Garg,20,1,0,21
PK Matautaava,12,1,0,13
PK Mohanarangam,5,2,0,7
PKD Chase,4,0,0,4
PL Mommsen,8,0,0,8
PM Liyanagamage,4,0,0,4
PM Nevill,17,18,9,44
PM Seelaar,32,3,0,35
PM Siddle,16,4,0,20
PN Mankad,23,3,0,26
PP Chawla,50,10,0,60
PP Ojha,15,3,0,18
PP Shaw,26,0,0,26
PR Brown,4,0,0,4
PR Rekhade,1,0,0,1
PR Shah,18,3,7,28
PR Stirling,36,4,0,40
PR Surve,5,1,0,6
PR Yadav,1,0,0,1
PRP Boissevain,2,0,0,2
PS Airee,5,0,1,6
PS Athavale,13,3,7,23
PS Kumar,0,1,0,1
PS Roberts,3,0,0,3
PSP Handscomb,46,3,9,58
PV Naringrekar,2,0,0,2
PV Tambe,5,0,0,5
PV Vuniwaqa,5,1,0,6
PVD Chameera,9,3,0,12
PVSN Raju,1,0,0,1
PW Borren,29,6,0,35
PWA Mulder,19,5,0,24
PWH de Silva,34,4,0,38
PY Pawar,4,2,1,7
Padam Limboo,1,0,0,1
Paing Danu,5,1,0,6
Pallav Kumar Das,13,1,0,14
Palzor Tamang,3,0,0,3
Pankaj Jaswal,5,1,0,6
Pankaj Kumar,3,0,0,3
Pankaj Rao,2,0,0,2
Pankaj Shaw,3,0,0,3
Pankaj Singh,2,0,0,2
Pappu Roy,1,1,0,2
Parameeswaran Sivaraman,2,0,0,2
Paras Sehrawat,3,0,0,3
Pardeep Yadav,1,0,0,1
Paresh Patel,2,1,0,3
Pargat Singh,6,0,0,6
Parikshit Valsangkar,3,0,0,3
Parivesh Dhar,1,0,0,1
Parmesh Vaidik,1,0,0,1
Parth Bhut,3,0,0,3
Parth Chauhan,3,0,0,3
Parth Kohli,2,0,0,2
Parth Sahani,16,3,0,19
Parveen Kumar,3,1,0,4
Parvez Ahmed,9,0,0,9
Parvez Hossain Emon,2,0,0,2
Parvez Rasool,15,3,0,18
Parvez Sultan,1,0,0,1
Parvindar Kumar,7,2,0,9
Pavan Deshpande,6,0,0,6
Pavandeep Singh,14,1,0,15
Pawan Shah,2,0,0,2
Phon Bunthean,1,0,0,1
Pinninit Tapaswi,1,0,0,1
Piyush Joshi,4,0,0,4
Piyush Singh,1,0,0,1
Piyush Tanwar,0,2,0,2
Ponnan Rahul,1,0,0,1
Prabesh Gurung,1,1,0,2
Prabin Luha,2,0,1,3
Pradeep Chamoli,1,0,0,1
Pradeep Dadhe,1,0,0,1
Pradipta Pramanik,4,1,0,5
Pragnay Reddy,2,0,2,4
Pramod Chandila,9,0,0,9
Pranshu Vijayran,2,3,0,5
Prasad Anish,2,0,0,2
Prashant Awasthi,3,0,0,3
Prashant Gupta,7,0,0,7
Prashant Shukla,0,1,0,1
Prashant Singh,1,0,0,1
Prashanth Kumar,4,2,0,6
Pratham Singh,11,0,0,11
Pratik Agnihotri,1,0,0,1
Pratik Desai,4,1,0,5
Pratik Singh Bais,4,1,0,5
Pratis GC,2,0,0,2
Pratyush Singh,6,0,0,6
Praveen Santhanakrishnan,6,0,2,8
Prayas Singh,2,0,0,2
Prince Yadav,2,2,0,4
Pritam Das,3,2,0,5
Pritam Nirala,1,0,0,1
Priyank Panchal,17,1,0,18
Priyansh Arya,11,1,0,12
Pulkit Narang,1,1,0,2
Puneet Arora,1,0,0,1
Puneet Datey,7,2,0,9
Punit Bisht,10,2,2,14
Pyae Phyo Wai,4,0,0,4
Q de Kock,203,39,47,289
Qadeer Ahmed,2,2,0,4
Qais Ahmad,17,0,0,17
Qamar Mushtaque,11,2,0,13
Qamran Iqbal,1,0,0,1
Qasim Akram,7,1,0,8
Qasim Anwar,0,1,0,1
Qudratullah Mir Afzail,1,0,0,1
R Abdulkareem,12,7,0,19
R Ahir,1,0,0,1
R Ankad,4,1,0,5
R Ashwin,56,11,0,67
R Athapaththu,2,1,0,3
R Baaleri,4,0,0,4
R Bakum,9,1,0,10
R Baruah,1,0,0,1
R Bhatia,30,8,0,38
R Bishnoi,9,0,0,9
R Chopra,15,2,0,17
R Coker,4,5,0,9
R Dhakal,5,0,0,5
R Dhawan,20,6,0,26
R Dianish,4,3,0,7
R Drake,5,1,0,6
R Dravid,18,8,0,26
R Escobar,3,2,1,6
R Francis,1,0,0,1
R Frylinck,1,0,0,1
R Galgalikar,1,0,0,1
R Gaznavi,3,1,0,4
R Goodwin,2,0,0,2
R Gowthaman,1,0,0,1
R Goyal,1,0,0,1
R Hashu,3,1,0,4
R Hekure,6,3,0,9
R Herrmann,1,0,0,1
R Heyns,2,0,0,2
R Kalimuthu,1,0,0,1
R Klein,4,1,0,5
R Kumar,4,0,0,4
R Lutaaya,3,0,0,3
R Mangal,4,1,0,5
R Mazumder,7,0,0,7
R Mbaiwa,3,2,3,8
R McLaren,8,2,0,10
